,name,description,created_at,text,location,retweeted,owner_name,owner_location,owner_created_at,retweeted_count
623,ste,ando meio desligada,Mon Feb 01 14:13:15 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,671
624,erika,"control what you can, confront what you can't",Mon Feb 01 14:13:16 +0000 2021,"Joao falou q a agulha da vacina da covid é grossa
Obvio, como q eles vao implantar o chip da china?",araçatuba sp,False,,,,
625,Afffff 🌹,"""O velho mundo está morrendo, e o novo mundo luta para nascer: agora é o tempo dos monstros”. -- Gramsci",Mon Feb 01 14:13:18 +0000 2021,"@GeneralMourao @jairbolsonaro Ele nem trabalha como deveria, que dirá incansavelmente, general.Cadê a compra das 50… https://t.co/bJ2gdTKDlX",Natown,False,,,,
626,ÚLTIMAS NOTÍCIAS,SAIBA O QUE ESTÁ ACONTECENDO NO BRASIL E NO MUNDO,Mon Feb 01 14:13:19 +0000 2021,"Belo Horizonte reabre comércio, bares e restaurantes nesta segunda-feira https://t.co/vJflLaHaOL",,False,,,,
627,jack zepka,Sou de direita e bolsonarista 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,Mon Feb 01 14:13:19 +0000 2021,"RT @PlenoNews: Prefeito vira alvo do MP por furar fila da vacina no Piauí
#furafila #vacina #covid19 #Guaribas #Piauí #Paizim #PlenoNews
ht…",,True,Pleno.News,Brasil,Mon Feb 01 12:56:09 +0000 2021,8
628,Um inútil,,Mon Feb 01 14:13:20 +0000 2021,"RT @marioadolfo: 1. Profissionais de saúde agora podem se vacinar em qualquer um dos pontos fixos de Manaus;
2. Mas apenas GRUPOS PRIORITÁR…",,True,Mário Adolfo Filho,Manaus-AM,Mon Feb 01 12:53:09 +0000 2021,61
629,VitaminaD,Ciência sem contraditório é tirania,Mon Feb 01 14:13:20 +0000 2021,RT @AiltonBenedito: Por que o Ministério da Saúde @minsaude não está publicando a atualização semanal de evidências descritas na literatura…,,True,🇧🇷Ailton Benedito,Brasil,Mon Feb 01 13:30:25 +0000 2021,124
630,decepcionada com fiuk,"Jornalista, coxa-branca, fotógrafa amadora e sagitariana. Nas horas vagas eu leio, vejo séries e passo vergonha ✌🏼️insta: angelicaklubas",Mon Feb 01 14:13:20 +0000 2021,Quer passar pano pro Rodolffo? Ok! Agora ficar defendendo/justificando as coisas que ele fez/falou eu acho extremam… https://t.co/skNEhtN9h3,cwb,False,,,,
631,joyce,"※ disney, movies and books ※",Mon Feb 01 14:13:21 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,jb ★ 엑소 ,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,672
632,Jose Airton Pinto🇧🇷,"Engenheiro Eletrônico; DIREITA Conservador nos costumes; Liberal na Economia.
Parler @airton2000",Mon Feb 01 14:13:21 +0000 2021,RT @brunaobarreto3: Tomou vacina e pegou o vírus chinês? Isso é culpa da nova cepa brasileira que foi desenvolvida porque o povo não respei…,"São Paulo, Brasil",True,Brunão,,Mon Feb 01 10:30:48 +0000 2021,590
633,Izaque dos Santos,"“Como prumo, usarei a JUSTIÇA, e a HONESTIDADE será a minha medida.” (Is 28:17) 🏁",Mon Feb 01 14:13:21 +0000 2021,RT @AiltonBenedito: Por que o Ministério da Saúde @minsaude não está publicando a atualização semanal de evidências descritas na literatura…,,True,🇧🇷Ailton Benedito,Brasil,Mon Feb 01 13:30:25 +0000 2021,125
634,Mario Madureira,"Buscando, observando, perguntando, propondo, aprendendo.",Mon Feb 01 14:13:22 +0000 2021,Os fura-filas da vacinação contra a covid-19 mostram a nefasta versão 2.0 do jeitinho brasileiro  https://t.co/7bbcVGpVGt via @elpais_brasil,"Porto Alegre, Brasil",False,,,,
635,Fabrício Silva,,Mon Feb 01 14:13:22 +0000 2021,"@GeneralMourao @jairbolsonaro General, estamos uns 3 meses atrasados em relação às vacinação, pessoas morrendo em M… https://t.co/iFsM413d4a","Lavras, MG",False,,,,
636,Tuty,,Mon Feb 01 14:13:22 +0000 2021,"RT @RafaelFontana: Eslováquia autoriza o uso de Ivermectina para o tratamento da gripe chinesa COVlD.
https://t.co/HgV58x0GtY","North Beach, San Francisco",True,Rafael Fontana,Brazil,Mon Feb 01 13:30:15 +0000 2021,66
637,RPHelio,,Mon Feb 01 14:13:23 +0000 2021,"RT @FrankCastle2009: IVERMECTINA
CLOROQUINA
vale mais do que vacina. 🙌🍺","São Paulo, Brasil",True,F R A N K 50K,Belo Horizonte MG,Sun Jan 31 12:00:06 +0000 2021,335
638,Rafael Barbosa Dias 🇧🇷🇫🇷🇨🇭🇮🇹🇪🇸🇵🇹,"Capixaba, tricolor, arquiteto e marido da Daniella.",Mon Feb 01 14:13:23 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,"Vitória, Brasil",True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,673
639,Eliezer Eugenio Pereira #tricolor,"branco, filho de mãe costureira, pai caminhoneiro, que já ouviu muito na volta a gente compra. 
a igualdade, é outra coisa, isso que se prega, é mais segregação",Mon Feb 01 14:13:28 +0000 2021,"RT @gvnfigueiredo: infelizmente hoje fui pega pela realidade fora do bbb, greve dos caminhoneiro, greve dos motoristas de ônibus, Manaus se…",,True,aprovada na porra do TCC CA-RA-LHO,"Campo Grande, Rio de Janeiro",Mon Feb 01 03:24:45 +0000 2021,259
640,MariadePortugal🇵🇹✝️⛪,PORTUGUESA - Militante Digital - A caminho da IV República🇵🇹.,Mon Feb 01 14:13:31 +0000 2021,"RT @PartidoCHEGA: Bom dia. O Francisco Ramos, coordenador do Plano de Vacinação contra a COVID 19, já foi demitido?","Lisboa, Portugal",True,Partido CHEGA!,Portugal,Mon Feb 01 09:50:10 +0000 2021,30
641,Jorge Ponce,Que gusto tiene la sal ?,Mon Feb 01 14:13:31 +0000 2021,"RT @dogarrett: Mais uma vacina para engrossar as fileiras:
CanSino (Adenovirus 5) diz que atingiu o critério de eficácia e vai liberar dado…",,True,"Denise Garrett, MD - VACINA JÁ 💉","Washington, DC",Mon Feb 01 12:16:38 +0000 2021,33
642,Secretaria da Saúde do Paraná,Perfil oficial da Secretaria de Estado da Saúde do Paraná // @governoparana,Mon Feb 01 14:13:32 +0000 2021,"(ATUALIZADA ) O Paraná recebeu 13 pacientes com Covid-19 vindos de Amazonas, Região Norte do País.","Paraná, Brasil",False,,,,
643,Felipe Moura Brasil,Colunista da Crusoé e âncora do PAPO ANTAGONISTA (veja link)! Maior influenciador político do Brasil no Twitter (Stilingue). Prêmio Comunique-se Influenciador.,Mon Feb 01 14:13:32 +0000 2021,"Ao lado do negacionista Bolsonaro, Fux também disse:

“Não tenho dúvida de que a ciência, que agora conta com a tão… https://t.co/f2Y9Qiq7hv",Rio de Janeiro,False,,,,
644,Frederico José Presser Filho,,Mon Feb 01 14:13:34 +0000 2021,RT @juce_m3817: Hoje é Dia do Mágico. Parabéns ao governo do Amazonas que some com 60 mil doses de vacina.,,True,Juce Mascarenhas,Brasil,Sun Jan 31 19:51:21 +0000 2021,36
645,COTARELO ENDL IES MONELOS,Equipo de dinamización da lingua galega do IES Monelos,Mon Feb 01 14:13:34 +0000 2021,COTARELO: O boneco de peluche do coronavirus xa existe: https://t.co/XKnNjlmUwO,A Coruña,False,,,,
646,CONECTADO LOGO EXISTO,O óbvio sendo difícil de entender,Mon Feb 01 14:13:34 +0000 2021,"RT @DanielaLima_: Ao lado de Bolsonaro, Fux critica duramente o “negacionismo científico”, a propagação do ódio. Ele tbm defende a vacina.…",Na Padaria,True,Daniela Lima,,Mon Feb 01 13:41:17 +0000 2021,30
647,bea,"i do it for the girls and the gays, that's it",Mon Feb 01 14:13:34 +0000 2021,RT @anadasilva03: tbh só estou à espera que me chamem,,True,ana torres,"Porto, Portugal",Mon Feb 01 11:38:21 +0000 2021,1
648,Vilmar Carneiro,Jornalista responsável do Portal de Notícias - Carneironews - http://carneironews.com.br,Mon Feb 01 14:13:35 +0000 2021,Boletim Coronavírus: Penha registra 13 novos casos positivos na Covid-19 https://t.co/r5Kjns5fVn,Penha - SC - BRasil,False,,,,
649,lya,(vernon's voice) boo seungkwan you are a precious lil bub,Mon Feb 01 14:13:36 +0000 2021,RT @imyrjoy: eu to? o pessoal dizendo que o rodolffo nao foi homofóbico por maldade e que ele só tem opiniões diferentes o cara acredita em…,,True,andriza,,Mon Feb 01 14:06:28 +0000 2021,2
650,Caboquisse,Caboquísse é uma marca de camisetas feitas para divestir. Estampas com homenagens e críticas ao mundo pop.,Mon Feb 01 14:13:36 +0000 2021,RT @lubarretotv: Nossa torcida por Tom Moore.🧡 https://t.co/anG2GkTBeI,,True,Luciana Barreto,"São Paulo, Brasil",Mon Feb 01 12:40:37 +0000 2021,2
651,Giliad Silva 🇧🇷🏴,,Mon Feb 01 14:13:37 +0000 2021,"RT @gersonsalvador: Recebi uma foto de receita médica com “tratamento precoce” para COVID19: tinha azitromicina, zinco, vitamina C, ivermec…",,True,Gerson Salvador,"São Paulo, Brasil",Sun Jan 31 18:36:39 +0000 2021,349
652,BRNYHN,"bato foto - TPWK 🌈 - Em tempos de escuridão, seja luz por onde passa. 
#EleNão -  Insta: @brenoyahn",Mon Feb 01 14:13:37 +0000 2021,"Isso mesmo produção 3bi, dava pra comprar 100 milhões de doses de vacina? Dava... https://t.co/rVL9BRZVZr",,False,,,,
653,Ritaiza,22yr // IG: ritzcm,Mon Feb 01 14:13:38 +0000 2021,"RT @ConstancaSa: Primeiro, mente; depois, fica confusa; e, por fim, ainda ataca. Ana Rita em todo o seu esplendor 
 https://t.co/jYZ1YEwJZq",Lisbon,True,Constança Cunha e Sá,"Lisboa, Portugal",Sun Jan 31 20:31:40 +0000 2021,87
654,dtom,Tudo postado inclui opinião pessoal,Mon Feb 01 14:13:38 +0000 2021,"RT @giraldirenato: A vacina já ficou pra trás, o foco é o 5G. O Grupo Doria deseja que o Lide tenha a mesma influência que o World Economic…",,True,Renato Giraldi,"São Paulo, Brasil",Sun Jan 31 21:29:28 +0000 2021,192
655,Dabas,"Terráqueo, sempre à esquerda.",Mon Feb 01 14:13:40 +0000 2021,Vai vendo,São Paulo,False,,,,
656,Baz Hyde,,Mon Feb 01 14:13:40 +0000 2021,RT @blessedboy1993: Chegando pra tomar #CoronaVac 😋 https://t.co/Yk46rqpPu6 https://t.co/uI89V1Poe2,"Hyde, England",True,Blessed Boy 👼🏻🔞,"Salvador, Brasil",Thu Jan 07 19:16:33 +0000 2021,724
657,Abre-te Olho,"Pequenas verdades para compartilhar.                 Salve um tio bolsominion, salve o Brasil!",Mon Feb 01 14:13:42 +0000 2021,"RT @AAbdenur: FIO: Bolsonaro passa a representar ameaça global.

Se for comprovado que as novas variantes do Covid-19 são não apenas dezena…",,True,Adriana Erthal Abdenur,"Rio de Janeiro, Brazil",Sun Jan 31 11:05:03 +0000 2021,6025
658,gabi,"twiteira, sempre; estudante, nas horas vagas.",Mon Feb 01 14:13:43 +0000 2021,RT @jdotti5: pros dois eu digo bota kkkkkkkkkkkkkkkkkkk,,True,𝕵𝖆𝖓𝖆,"Sapiranga, Brasil",Mon Feb 01 14:03:40 +0000 2021,2
659,Alan Faria,"It doesn't matter what is going on. Look on the bright side always!

Instagram: @alanistwo",Mon Feb 01 14:13:43 +0000 2021,O Brasil vencerá o VERME! #ForaBolsonaroGenocida #StopDerrubaBolsonaro #StopBolsonaroMundial… https://t.co/S79WxYSKC5,"Rio de Janeiro, Brasil",False,,,,
660,𝚗'𝚜𝚎𝚒 𝚚𝚞ê 𝚗'𝚜𝚎𝚒 𝚚𝚞𝚎 𝚕á,Solo quiero saber lo que puede dar cierto No tengo tiempo a perder,Mon Feb 01 14:13:44 +0000 2021,@CarlosBolsonaro O presidente errou feio ao apostar tudo no tal ‘tratamento precoce’ ao invés da vacinação em massa,"Catalão, Brasil",False,,,,
661,Midia Livre News,Mídia Livre News - Sua liberdade não tem preço!,Mon Feb 01 14:13:45 +0000 2021,"@edilomcardoso @c2fenix Mais uma farsa. 
https://t.co/YEjDQzRwm5",,False,,,,
662,tamashiro,meus gatos são os únicos motivos pra não sangrar,Mon Feb 01 14:13:45 +0000 2021,RT @InsetoLand: Eu e meus amigos depois de tomar a vacina https://t.co/R5FjAUqr0H,,True,InsetoLand 🦋,"Brasília, Brasil",Sun Jan 31 22:50:39 +0000 2021,184
663,COTARELO ENDL IES MONELOS,Equipo de dinamización da lingua galega do IES Monelos,Mon Feb 01 14:13:46 +0000 2021,"COTARELO: Moda para o mundo do coronavirus: roupa cómoda, nap dress e cousas para andar por casa: https://t.co/W0IW8wWrRx",A Coruña,False,,,,
664,paraver,just tweeting,Mon Feb 01 14:13:46 +0000 2021,"Mentira!

A @antena1rtp transmite que Portugal está entre os países mais atrasados na administração de vacinas na U… https://t.co/jdZMxBvEa8",,False,,,,
665,Edu Goldenberg,Carioca da Tijuca. Advogo por vocação. Escrevo por devoção. Assessor do Gabinete do Prefeito Eduardo Paes.,Mon Feb 01 14:13:48 +0000 2021,RT @Saude_Rio: Vacinação a todo vapor! Idosos de 99 anos ou mais começaram a ser vacinados contra a covid-19! As Clínicas da Família e Cent…,"Tijuca, Rio de Janeiro, Brasil",True,Secretaria Municipal de Saúde do Rio de Janeiro,Rio de Janeiro - RJ,Mon Feb 01 14:13:02 +0000 2021,1
666,Twitch.tv/Darthivens,"criador de conteúdo desconhecido e inútil
http://last.fm/user/ivens_mathias
http://instagram.com/ivensmathias
///
Presidente do Abismo Moto Clube",Mon Feb 01 14:13:49 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,"Ourinhos, Brasil",True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,674
667,luaᵛ,𝕨𝕒𝕪𝕧 • 𝕛𝕦𝕤𝕥𝕚𝕟 𝕓𝕚𝕖𝕓𝕖𝕣,Mon Feb 01 14:13:52 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,hendery&donghyuck&xuxi,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,675
668,marcosdantas.com,"Diariamente apresento o Panorama 95, a partir das 06:30 na Rural FM de Caicó e escrevo no Blog do Marcos Dantas.",Mon Feb 01 14:13:52 +0000 2021,Vacina indiana encerra testes em abril e negocia para exportar doses para o Brasil https://t.co/WKkyOdnLXX,Caicó - Rio Grande do Norte,False,,,,
669,Elaine Fauth,Informação me interessa!,Mon Feb 01 14:13:53 +0000 2021,RT @UOL: Cientistas apontam hipóteses para novo surto de covid-19 em Manaus https://t.co/wWdOMo9z4H,Rio Grande do Sul Brasile,True,UOL,Brasil,Mon Feb 01 14:13:03 +0000 2021,1
670,Adan,"Uma bio bem escrita (vivida), é um belo incentivo para quem está procurando escrever a sua......",Mon Feb 01 14:13:53 +0000 2021,"RT @PolitzOficial: Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanhar a v…","Distrito Federal, Brasil",True,POLITZ,Brazil,Mon Feb 01 14:08:53 +0000 2021,22
671,Lucianne🇧🇷🇧🇷🇮🇱🇮🇱,Tudo posso naquele que me fortalece.,Mon Feb 01 14:13:54 +0000 2021,"RT @OsmarTerra: João Paulo. O que acontece em Manaus foi o surgimento de uma cepa do coronavirus com mais capacidade de infectar, a P1. Com…","Belo Horizonte, Brasil",True,Osmar Terra,Porto Alegre,Mon Feb 01 14:03:01 +0000 2021,22
672,beatriz,,Mon Feb 01 14:13:54 +0000 2021,"RT @gvnfigueiredo: infelizmente hoje fui pega pela realidade fora do bbb, greve dos caminhoneiro, greve dos motoristas de ônibus, Manaus se…",,True,aprovada na porra do TCC CA-RA-LHO,"Campo Grande, Rio de Janeiro",Mon Feb 01 03:24:45 +0000 2021,260
673,Dani Bond,gauche na vida,Mon Feb 01 14:13:55 +0000 2021,"RT @alvesguilerme: Nessa volta às aulas eu só quero uma coisa: consciência. Ainda estamos em uma pandemia e, o mais crítico, sem vacina. En…",Brasil,True,guizão,"Brasília, Brasil",Mon Feb 01 11:01:19 +0000 2021,1
674,rafaela,"I exist on the best terms I can. The past is now part of my future, the present is well out of hand.",Mon Feb 01 14:13:55 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,"porto alegre, brazil",True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,676
675,Luiz R. Quintino,,Mon Feb 01 14:13:56 +0000 2021,"RT @gugachacra: Excelente notícia - somente 0,04% dos israelenses (4 em cada 10 mil) contraíram Covid19 após tomarem 2 doses na vacina da P…",,True,Guga Chacra,"New York, NY",Mon Feb 01 02:01:03 +0000 2021,112
676,Rafael Carrasco,Professor de Sociologia,Mon Feb 01 14:13:56 +0000 2021,@governosp Cadê vacina para os professores? Estamos expostos!,"Guarulhos, Brasil",False,,,,
677,Téo,"A busca pelo prazer é bem maior que o prazer em si, e viver essa busca de maneira intensa é o que faz a vida melhor. Conteúdo 🔞 e para  esquerdopatas.",Mon Feb 01 14:13:56 +0000 2021,"RT @MarioMacjunior: Quem é pior Bolsonaro ou o povo que o segue, vota nele, nega vacina e aglomera?","Rio de Janeiro, Brasil",True,Mario 🚩🚩,"Rio Grande do Sul, Brasil",Mon Feb 01 02:02:38 +0000 2021,80
678,pPp fênix 😡 pPp,,Mon Feb 01 14:13:57 +0000 2021,@seimuelima @scottty7B @LucaC94_ @NicolasSEP_ @Oledobrasil Esqueceram de tomar a vacina 🤣🤣 calma Babi cauma mulambo https://t.co/XaO6BDogyU,"Lagoa Santa, Brasil",False,,,,
679,Ronie Ustra 11 conta😔😔🇧🇷🇧🇷🇧🇷,moretes e tucanetes sai daqui 🇧🇷🇧🇷🇧🇷,Mon Feb 01 14:13:57 +0000 2021,"RT @PolitzOficial: Para o desespero dos pandeminiuns, Governo do Presidente Bolsonaro (@jairbolsonaro) lança plataforma para acompanhar a v…",,True,POLITZ,Brazil,Mon Feb 01 14:08:53 +0000 2021,23
680,Ana,Rute 3:11 // Acad. Enf-ibmr 3/10 // GIRL POWER♀️// M. Helena 🎀🧸 // @Flamengo //@ubzoficial,Mon Feb 01 14:13:58 +0000 2021,"Eu odeio participar de campanha de vacinação, mas como vale horas e eu preciso dessas horas só bora",,False,,,,
681,Joao Batista de Almeida Telles,,Mon Feb 01 14:14:01 +0000 2021,"RT @MubarakLuiza: STF é o único no mundo que entende medicina, economia, vacina, eleições. A única coisa que eles não entendem é Justiça!","Araruama, Brasil",True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:34:53 +0000 2021,1088
682,Gigi Hadid Brasil,Seu maior e melhor fã-site sobre a modelo Gigi Hadid na América Latina | @GHBRmidia | @GIGIHBRgifs | Fan Account |,Mon Feb 01 14:14:01 +0000 2021,@9Oswaston Vai acontecer normal mas a Gigi provavelmente não vai desfilar por toda questão do Covid-19 não estar segura ainda.,,False,,,,
683,Ewerton Soares,GALOOOOOOOOOO,Mon Feb 01 14:14:01 +0000 2021,"RT @MarioMacjunior: Quem é pior Bolsonaro ou o povo que o segue, vota nele, nega vacina e aglomera?",,True,Mario 🚩🚩,"Rio Grande do Sul, Brasil",Mon Feb 01 02:02:38 +0000 2021,81
684,alexandre,Últimas notícias,Mon Feb 01 14:14:02 +0000 2021,RT @AiltonBenedito: Por que o Ministério da Saúde @minsaude não está publicando a atualização semanal de evidências descritas na literatura…,"Rio de Janeiro, Brasil",True,🇧🇷Ailton Benedito,Brasil,Mon Feb 01 13:30:25 +0000 2021,127
685,vitor,,Mon Feb 01 14:14:02 +0000 2021,pra que vacina so manda o corona ter um papo com a lumena q ele vai embora,acre,False,,,,
686,Maria C P,,Mon Feb 01 14:14:03 +0000 2021,"RT @rafaelbboa: O Brasil é uma MÁQUINA de vacinação.

Parabéns SUS! 👏🏻👏🏻👏🏻 https://t.co/WSIwsNSdlm",,True,Rafael Balboa 🥊,"Westport, CT",Mon Feb 01 01:01:13 +0000 2021,132
687,Kevin Sozinho,Um menino deixado sozinho em casa na consoada,Mon Feb 01 14:14:06 +0000 2021,Quem votou ventura não toma vacina sem ser a sua vez,"Cuba, Portugal",False,,,,
688,🇧🇷 𝐃𝐞𝐜𝐡𝐢 opiniões🇮🇹((🇦🇹))🤠🚜,"@NauticoPE Juro nunca abandonar, do berço até o caixão, no meu coração sempre irei te levar. | @dorygameplays_ | Metadinha: @joao_cavalinho1 | deísta",Mon Feb 01 14:14:07 +0000 2021,Passe desodorante anal e se previna do covid-19 #᥋ᵍᶜₒ𝖛ịⅆ,Punk Hazard,False,,,,
689,@Tati 🍅 (🏠),,Mon Feb 01 14:14:07 +0000 2021,"RT @mellziland: A vacina da CanSino também é de adenovírus, como a da J&amp;J (1 dose) e da AstraZeneca (2 doses, ambas já conhecemos), e a not…",,True,"Mellanie Fontes-Dutra, PhD 💉 #TodosPelasVacinas",Brasil,Mon Feb 01 12:33:09 +0000 2021,12
690,Nilson Braga,,Mon Feb 01 14:14:09 +0000 2021,RT @MubarakLuiza: A vacina de Oxford chegou sem comício e sem show !  Percebeu a diferença?,,True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:40:55 +0000 2021,142
691,Crica quero o Brasil quebrado do PT,"Filha do vento, senhora de mim, dona do meu Mundo.
Sem tempo pra idiotices!",Mon Feb 01 14:14:09 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,Em algum lugar do Universo ,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,676
692,mello,"“O direito civil serve para que os ricos roubem os pobres. O direito penal impede que os pobres reajam”.
-Autor Desconhecido
#EsquerdistasSeguemEsquerdistas",Mon Feb 01 14:14:11 +0000 2021,"RT @Douglas86736732: Bolsonaro não comprou vacina, seringas, oxigênio.
Gastou tudo pra comprar o Centrão e garantir a impunidade da Familíc…","Rio de Janeiro, Brasil",True,Distopia Brazil,Distopia,Mon Feb 01 11:40:37 +0000 2021,48
693,Ronaldo Alvarenga 🇧🇷🇧🇷🇧🇷,CRISTÃO /PATRIOTA /CONSERVADOR //  BACH. ADMINISTRAÇÃO  //           PARLER: @Ronaldogalvarenga  // 🇧🇷 SDV 💯 💪👊 // UNFOLLOW🚫 COMUNISTA🚫,Mon Feb 01 14:14:12 +0000 2021,RT @AiltonBenedito: Por que o Ministério da Saúde @minsaude não está publicando a atualização semanal de evidências descritas na literatura…,"Minas Gerais, Brasil",True,🇧🇷Ailton Benedito,Brasil,Mon Feb 01 13:30:25 +0000 2021,128
694,Mauricio Meneghetti,Geração X com ascendente em Y e lua em Z.,Mon Feb 01 14:14:14 +0000 2021,@driccos @LucasCollar @NandoJRocha Vcs tem noção que esse % é melhor que o da Coronavac? https://t.co/y8IJYbLDWS,"São José dos Campos, SP",False,,,,
695,Cadelinha do BBB,Feirante - Vendo plantas,Mon Feb 01 14:14:15 +0000 2021,"Seja graças a um presidente fdp que negou a caralha de uma doença, seja pelo desrespeito ao isolamento, seja pela n… https://t.co/gFTcr2o6QX",desde: 19 de Setembro de 2009,False,,,,
696,PSD RJ,"Diretório Estadual do Partido Social Democrático do Estado do Rio de Janeiro - PSD RJ

Siga-nos:
@psd55_rj no Twitter / Facebook / Instagram

(21) 2210-9069",Mon Feb 01 14:14:15 +0000 2021,RT @PSD_55: A estratégia reforça a vacinação que já alcançou mais de 94 mil trabalhadores paranaenses desse segmento. https://t.co/ozz4CcyT…,"Rua da Quitanda, 3. Grupo 301.",True,PSD55,,Mon Feb 01 12:53:58 +0000 2021,1
697,Álvaro,Amante do Esporte. E Torcedor do Esporte Clube Vitória.🖤❤️,Mon Feb 01 14:14:15 +0000 2021,@GeneralMourao @jairbolsonaro Superar desafios é motivar os Brasileiros não tomar a vacina Mourão é certo isso? Ind… https://t.co/IEQGSWdu1m,"Salvador, Brasil",False,,,,
698,Catarina🌵🌵,saturada com tudo e todos,Mon Feb 01 14:14:17 +0000 2021,"Minha tia tomou a vacina do corona,to morrendo de inveja https://t.co/w5oAGAodkJ","Campina Grande, Brasil",False,,,,
699,Xiofanna,"Libriana ♎ BR
 Twitter com vários nadas e ariana Insta: gih_ gd",Mon Feb 01 14:14:17 +0000 2021,"@Rafaelfo19 Não é só por isso, eu também tava tretando com o povo falando de bolsominion ontem. Mas ele fora da cas… https://t.co/SKxCCEDcej",,False,,,,
700,Carmelo Neto,"Vereador de Fortaleza. Cearense, apaixonado pelo meu lugar, e Conselheiro Nacional de Juventude do governo Bolsonaro.",Mon Feb 01 14:14:18 +0000 2021,"Há 5 dias estive no Centro de Eventos, local da vacinação em Fortaleza, com vereadores de oposição para fiscalizar.… https://t.co/lkxMLvaPQc","Fortaleza, Brasil",False,,,,
701,lewis,mais lindo do site,Mon Feb 01 14:14:18 +0000 2021,até a vacina saiu e o nosso beijo nada,,False,,,,
702,Jo Reis,,Mon Feb 01 14:14:19 +0000 2021,"RT @AlencarBraga13: 🦠🦠📺📺

Na @CNN dos Estados Unidos, o Brasil é sinônimo de vergonha, tragédia e desastre na pandemia do #Covid19 

Matéri…",,True,Deputado Alencar,Guarulhos - SP,Mon Feb 01 12:00:00 +0000 2021,39
703,Diogo Cão,navego ao largo.,Mon Feb 01 14:14:19 +0000 2021,"RT @_danielaabade: Tribunal Internacional cada vez mais perto.

Um país com a dimensão do Brasil melar a vacinação é risco pro mundo inteir…",Brasil,True,Daniela Abade,Longe do Weintraub,Mon Feb 01 01:28:06 +0000 2021,127
704,Marisa Yoshizane,Sensatez,Mon Feb 01 14:14:20 +0000 2021,"RT @brunaobarreto3: Não pode:

- Nomear como ""vírus chinês"" um vírus que nasceu na China!! 🤦🏻‍♂️

Pode:

- Justificar como ""cepa brasileira…",,True,Brunão,,Mon Feb 01 12:23:00 +0000 2021,127
705,Tathiane DC💚💛,"Força, foco e fé",Mon Feb 01 14:14:21 +0000 2021,"RT @SergioG03526013: @FabioPorchat Vou tomar vacina, a Terra é redonda e não como leite condensado

Eu acredito em Jesus

Toda vez que te v…",Brasil,True,Sergio Gustavo,,Thu Jan 28 18:44:34 +0000 2021,5
706,Kleber Torres,Sou jornalista e escritor,Mon Feb 01 14:14:21 +0000 2021,"Brasil ultrapassa 9,2 milhões de casos de covid-19 com 224.504 mortes https://t.co/ZqfiU8mEhH","Itabuna, Bahia",False,,,,
707,Direitão Dia 16!,"Possuir amor a Patría, Bom Senso e Respeito ao próximo. 38 neles",Mon Feb 01 14:14:22 +0000 2021,"RT @RafaelFontana: A Europa se levanta contra as ditaduras do isolamento social.
Holanda, Bélgica e Áustria registram os maiores protestos…","São Paulo, Brasil",True,Rafael Fontana,Brazil,Mon Feb 01 03:38:57 +0000 2021,205
708,Dorival G. Gonçalves,"🇧🇷 Cristão, casado, conservador e eterno aprendiz.",Mon Feb 01 14:14:23 +0000 2021,"RT @RafaelFontana: A Europa se levanta contra as ditaduras do isolamento social.
Holanda, Bélgica e Áustria registram os maiores protestos…","São Bernardo do Campo, Brasil",True,Rafael Fontana,Brazil,Mon Feb 01 03:38:57 +0000 2021,206
709,MENAmoras,"Lluna, sexe i marihuana",Mon Feb 01 14:14:24 +0000 2021,Podem fer una porra i ho pronostiquem tots... Ens ha fotut sas hahahaha,País Valencià,False,,,,
